cpv_code,name,description
15884000,Hrana za bebe,Baby food
44520000,"Brave, ključevi i šarke","Locks, keys and hinges"
33167000,Operacione lampe,Surgical lights
34312300,Hladnjaci za vozila,Vehicle radiators
79821000,Usluge završne obrade u štampanju,Print finishing services
71332000,Geotehničke inženjerske usluge,Geotechnical engineering services
34324000,"Točkovi, delovi i pribor za točkove","Wheels, parts and accessories"
72415000,Usluge hostinga internet stranica,World wide web (www) site operation host services
03212100,Krompir,Potatoes
50211000,Usluge popravke i održavanja vazduhoplova,Repair and maintenance services of aircraft
33661700,Ostali medicinski proizvodi za nervni sistem,Other nervous system medicinal products
15981100,Negazirana mineralna voda,Still mineral water
38437100,Pipete,Pipettes
31643100,Linearni akceleratori,Linear accelerators
44111300,Keramički materijali,Ceramics
34321200,Menjači,Gearboxes
34954000,Mostne dizalice,Gantries
90513200,Usluge odlaganja čvrstog komunalnog otpada,Urban solid-refuse disposal services
37442000,Sprave za dizanje i povlačenje tegova,Weight and resistance training equipment
79993100,Usluge upravljanja objektima,Facilities management services
79341200,Usluge sprovođenja oglašavanja,Advertising management services
45221220,Odvodni kanali i propusti,Culverts
79956000,Usluge organizovanja izložbi i sajmova,Fair and exhibition organisation services
24453000,Herbicidi,Herbicides
30211500,Centralne procesorske jedinice (CPU) ili procesori,Central processing unit (CPU) or processors
50711000,Usluge popravke i održavanja električnih instalacija u zgradama,Repair and maintenance services of electrical building installations
34352200,Gume za autobuse,Tyres for buses
45422000,Tesarski radovi,Carpentry installation work
37810000,Materijal za ručni rad,Handicraft supplies
55320000,Usluživanje obroka,Meal-serving services
72413000,Usluge dizajna internet stranica,World wide web (www) site design services
15991000,Duvanski proizvodi,Tobacco goods
33141600,"Posude i kesice za prikupljanje i drenažu, kompleti","Collector and collection bags, drainage and kits"
38561100,Brzinomeri za vozila,Speed indicators for vehicles
14760000,"Iridijum, galijum, indijum, talijum i barijum","Iridium, gallium, indium, thallium and barium"
22114300,Geografske karte,Maps
34940000,Oprema za železnički saobraćaj,Railway equipment
24327200,Ćumur,Wood charcoal
66514000,Osiguranje robe u prevozu i usluge osiguranja u prevozu,Freight insurance and Insurance services relating to transport
42162000,Parni kotlovi,Steam-generating boilers
44161200,Glavni priključak na vodovod,Water mains
39360000,Oprema za zaptivanje,Sealing equipment
33691000,"Antiparazitski proizvodi, insekticidi i repelenti","Antiparasitic products, insecticides and repellents"
45247212,Radovi ojačanja brane,Dam-reinforcement works
42662000,Oprema za zavarivanje,Welding equipment
50411200,Usluge popravke i održavanja gasometra,Repair and maintenance services of gas meters
24957000,Hemijski aditivi,Chemical additives
32260000,Oprema za prenos podataka,Data-transmission equipment
33198200,"Vrećice ili omoti za sterilizaciju, od hartije",Paper sterilisation pouches or wraps
33692800,Rastvori za dijalizu,Dialysis solutions
45112410,Radovi na kopanju grobova,Grave-digging work
48920000,Programski paketi za automatizaciju kancelarijskog poslovanja,Office automation software package
64214400,Zakup komunikacionih zemaljskih vodova,Communication land-line rental
14810000,Abrazivni proizvodi (abrazivi),Abrasive products
42514000,Mašine i aparati za filtriranje ili prečišćavanje gasova,Machinery and apparatus for filtering or purifying gases
51220000,Usluge instaliranja kontrolne opreme,Installation services of checking equipment
09320000,"Para, topla voda i srodni proizvodi","Steam, hot water and associated products"
72411000,Usluge internet provajdera (ISP),Internet service providers ISP
90711000,"Procena uticaja na životnu sredinu, osim u građevinarstvu",Environmental impact assessment other than for construction
48482000,Programski paket za poslovne informacije,Business intelligence software package
48180000,Medicinski programski paket,Medical software package
71350000,Naučne i tehničke inženjerske usluge,Engineering-related scientific and technical services
34144400,Vozila za održavanje puteva,Road-maintenance vehicles
79211000,Računovodstvene usluge,Accounting services
42413200,Hidraulične dizalice,Hydraulic jacks
45316210,Instalacija opreme za nadzor saobraćaja,Installation of traffic monitoring equipment
45233290,Postavljanje saobraćajnih znakova,Installation of road signs
33183000,Ortopedska pomagala,Orthopaedic support devices
33111500,Rendgenski uređaji za zubarstvo,Dental X-ray
33741100,Sredstvo za čišćenje ruku,Hand cleaner
98341130,Usluge domara,Janitorial services
22410000,Poštanske marke,Stamps
30237131,Elektronske kartice,Electronic cards
92312212,Usluge u vezi sa pripremom obrazovnih priručnika,Services related to the preparation of training manuals
31682100,Elektro ormani,Electricity boxes
32332200,Telefoni sekretarice,Telephone-answering machines
22100000,"Štampane knjige, brošure i leci","Printed books, brochures and leaflets"
43313000,Plugovi za sneg i duvači snega,Snowploughs and snowblowers
33771000,Higijenski proizvodi od hartije,Sanitary paper products
85120000,Usluge lekarskih ordinacija i srodne usluge,Medical practice and related services
79420000,Usluge povezane sa upravljanjem,Management-related services
42923200,Vage,Scales
43100000,Rudarska oprema,Mining equipment
85143000,Usluge vozila hitne pomoći,Ambulance services
42718100,Mašine za peglanje,Ironing machines
44212224,Stubovi za vazdušne vodove,Poles for carrying overhead lines
38422000,Oprema za merenje nivoa,Level-measuring equipment
48921000,Sistemi za automatizaciju,Automation system
45233251,Radovi na obnavljanju habajućeg sloja,Resurfacing works
33112000,"Oprema za akustično, ultrazvučno i doplersko snimanje","Echo, ultrasound and doppler imaging equipment"
32252000,GSM telefoni,GSM telephones
73431000,Ispitivanje i ocenjivanje bezbednosne opreme,Test and evaluation of security equipment
45232400,Radovi na izgradnji odvodnih kanala,Sewer construction work
32234000,Kamere za sistem zatvorene televizije,Closed-circuit television cameras
19260000,Tekstil,Cloth
18511500,Kvarc,Quartz stone
33692600,Galenski rastvori,Galenical solutions
39711130,Frižideri,Refrigerators
50211210,Usluge popravke i održavanja motora vazduhoplova,Repair and maintenance services of aircraft engines
42924710,Aparati za raspršivanje gasa,Gas-dispersing apparatus
44114200,Proizvodi od betona,Concrete products
38112100,Globalni sistemi navigacije i pozicioniranja (GPS ili slični sistemi),Global navigation and positioning systems (GPS or equivalent)
42122450,Vakuumske pumpe,Vacuum pumps
35111200,Materijal za gašenje požara,Firefighting materials
33186200,Grejanje krvi i tečnosti,Blood and fluid warming
42131260,Kuglasti ventili,Ball valves
44212250,Jarboli,Masts
39831000,Preparati za pranje,Washing preparations
79540000,Usluge usmenog prevođenja,Interpretation services
31512000,Halogene sijalice sa volframovim vlaknima,Tungsten halogen filament lamps
33115100,CT skeneri,CT scanners
35311200,Sablje,Cutlasses
79932000,Usluge unutrašnjeg uređenja,Interior design services
72212442,Usluge izrade softvera za finansijske sisteme,Financial systems software development services
48151000,Računarski kontrolni sistem,Computer control system
66516400,Usluge osiguranja od opšte odgovornosti,General liability insurance services
03131100,Kafa u zrnu,Coffee beans
24311521,Kaustična soda,Caustic soda
39350000,Oprema za kanalizacione radove,Sewerage works equipment
98351100,Usluge parkirališta,Car park services
33741300,Sredstva za dezinfekciju ruku,Hand sanitizer
33194120,Materijal za infuziju,Infusion supplies
43210000,Mašine za zemljane radove,Earthmoving machinery
42996500,Rešetke za otpadne vode,Sewage screens
33192120,Bolnički kreveti,Hospital beds
63712310,Usluge upravljanja mostovima,Bridge operating services
35340000,Delovi vatrenog oružja i municije,Parts of firearms and ammunition
90721000,Usluge bezbednosti životne sredine,Environmental safety services
66113000,Usluge odobravanja kredita,Credit granting services
39120000,"Stolovi, ormari, radni stolovi i police za knjige","Tables, cupboards, desk and bookcases"
90670000,Usluge dezinfekcije i uništavanja štetočina u gradskim i seoskim sredinama,Disinfecting and exterminating services in urban or rural areas
33698000,Klinički proizvodi,Clinical products
33651500,Imunoserumi i imunoglobulini,Immune sera and immunoglobulins
35421100,Motori i delovi motora za vojna vozila,Engines and engine parts for military vehicles
50118110,Usluge vuče vozila,Vehicle towing-away services
50320000,Usluge popravke i održavanja personalnih računara,Repair and maintenance services of personal computers
72265000,Usluge konfiguracije softvera,Software configuration services
79961330,Usluge snimanja na mikrofilm,Microfilming services
33696300,Hemijski reagensi,Chemical reagents
48430000,Programski paket za upravljanje inventarom,Inventory management software package
90523000,"Usluge odlaganja toksičnog otpada, izuzev radioaktivnog otpada i kontaminiranog tla",Toxic waste disposal services except radioactive waste and contaminated soil
09112200,Treset,Peat
15111100,Junetina,Beef
79991000,Usluge kontrole zaliha,Stock-control services
31321220,Srednjenaponski kablovi,Medium-voltage cable
66519000,"Usluge u osiguranju: tehničke, pomoćne, likvidacija štete, procene šteta, aktuarske i usluge u vezi sa ostacima oštećenih osiguranih stvari","Engineering, auxiliary, average, loss, actuarial and salvage insurance services"
44911100,Mermer,Marble
33141120,"Materijali za stezanje, šivenje, ligature","Clip, suture, ligature supplies"
75200000,Pružanje usluga zajednici,Provision of services to the community
45242000,Radovi na izgradnji rekreacionih objekata uz vodene površine,Waterside leisure facilities construction work
45510000,Iznajmljivanje dizalica sa operaterom,Hire of cranes with operator
30237475,Električni senzori,Electric sensors
44621112,Delovi radijatora za centralno grejanje,Parts of central-heating radiators
48190000,Programski paket za obrazovanje,Educational software package
90513700,Usluge prevoza mulja,Sludge transport services
45211341,Radovi na izgradnji stanova,Flats construction work
32552100,Telefonski aparati,Telephone sets
75250000,Usluge vatrogasne službe i usluge spašavanja,Fire-brigade and rescue services
31320000,Kablovi za distribuciju električne energije,Power distribution cables
72412000,Usluge provajdera elektronske pošte,Electronic mail service provider
79632000,Usluge obuke osoblja,Personnel-training services
42674000,Delovi i pribor za mašine alatke za obradu metala,Parts and accessories for metal-working machine tools
43312400,Drumski valjci,Road rollers
72224200,Usluge planiranja garancije kvaliteta sistema,System quality assurance planning services
15833000,Proizvodi od šećera,Sugar products
51111300,Usluge instaliranja transformatora,Installation services of transformers
45421131,Ugradnja vrata,Installation of doors
45262300,Betonski radovi,Concrete work
34928110,Prepreke za postavljanje na puteve (putne barijere),Road barriers
66516000,Usluge osiguranja od odgovornosti,Liability insurance services
31532110,Fluorescentne cevaste sijalice,Fluorescent tube lamps
71323100,Usluge projektovanja elektroenergetskih sistema,Electrical power systems design services
33141127,Apsorpcijska sredstva za zaustavljanje krvarenja,Absorbable haemostatics
45223110,Postavljanje metalnih konstrukcija,Installation of metal structures
45212500,Preuređenje kuhinja ili restorana,Kitchen or restaurant conversion
34946224,Delovi skretnica,Crossing pieces
39157000,Delovi nameštaja,Parts of furniture
72800000,Usluge računarske revizije i ispitivanja,Computer audit and testing services
65300000,Distribucija električne energije i povezane usluge,Electricity distribution and related services
71352120,Usluge dobijanja seizmoloških podataka,Seismic data acquisition services
92230000,Usluge kablovskog radija i televizije,Radio and television cable services
60441000,Usluge zaprašivanja iz vazduha,Aerial spraying services
39541000,"Konopci, užad, upleteni materijal i mrežasti materijal","Cordage, rope, twine and netting"
24530000,Polimeri stirena u primarnim oblicima,Primary-form polymers of styrene
32441100,Sistem telemetrijskog nadzora,Telemetry surveillance system
92622000,Usluge organizacije sportskih događaja,Sports-event organisation services
44191100,Šperploča,Plywood
90924000,Usluge fumigacije,Fumigation services
32562300,Kablovi od optičkih vlakana za prenos podataka,Optical-fibre cables for data transmission
33910000,Instrumenti i materijal za sekciranje u patologiji,Pathology dissection instruments and supplies
31214200,Prekidač rastavljač,Switch disconnector
31340000,Pribor za izolovane kablove,Insulated cable accessories
44191300,Ploče iverice,Particle board
37320000,Delovi i pribor za muzičke instrumente,Parts and accessories of musical instruments
16640000,Mašine za pčelarstvo,Bee-keeping machinery
34631100,Monoblok točkovi,Monobloc wheels
79212200,Usluge interne revizije,Internal audit services
72511000,Softverske usluge za mrežno upravljanje,Network management software services
42676000,Delovi ručnih alata,Parts of hand tools
65100000,Distribucija vode i povezane usluge,Water distribution and related services
22120000,Publikacije,Publications
45112300,Radovi na nasipanju i rekultivaciji zemljišta,Infill and land-reclamation work
64216110,Usluge elektronske razmene podataka,Electronic data exchange services
31321210,Niskonaponski kablovi,Low-voltage cable
75252000,Usluge spašavanja,Rescue services
60200000,Usluge železničkog prevoza,Railway transport services
32581000,Oprema za razmenu podataka,Data-communications equipment
33195000,Sistem za praćenje pacijenata,Patient-monitoring system
33193120,Stolice za invalide,Wheelchairs
42912350,Oprema za postrojenje za filtriranje,Filtration plant equipment
90470000,Usluge čišćenja kolektora za otpadne vode,Sewer cleaning services
79633000,Usluge u vezi sa usavršavanjem osoblja,Staff development services
42131200,Ventili definisani prema konstrukciji,Valves defined by construction
24311411,Sumporna kiselina,Sulphuric acid
44912400,Kamenje za ivičnjake,Kerbstones
48980000,Programski jezici i alati,Programming languages and tools
90713100,"Usluge savetovanja u oblasti vodosnabdevanja i otpadnih voda, osim u građevinarstvu",Consulting services for water-supply and waste-water other than for construction
34210000,Karoserije za vozila,Vehicle bodies
38128000,Pribor za meteorološke instrumente,Meteorology instrument accessories
73300000,Planiranje i sprovođenje istraživanja i razvoja,Design and execution of research and development
33124131,Trake sa reagensima,Reagent strips
98371000,Pogrebne usluge,Funeral services
09211800,Naftna ulja i preparati,Petroleum oils and preparations
33164100,Kolposkop,Colposcope
15812200,Kolači,Cakes
33615000,Lekovi za lečenje dijabetesa,Medicinal products used in diabetes
34121000,Autobusi i međugradski autobusi,Buses and coaches
33940000,Oprema i materijal za prevoz i čuvanje leševa,Cadaver transport and storage equipment and supplies
66513200,Usluge osiguranja od svih rizika ugovarača,Contractor's all-risk insurance services
37420000,Oprema za vežbaonice,Gymnasium equipment
14212000,"Granule, odlomci od kamena, kamen u prahu, obluci, šljunak, lomljen i drobljen kamen, mešavine kamena, mešavine peska i šljunka i drugi agregati","Granules, chippings, stone powder, pebbles, gravel, broken and crushed stone, stone mixtures, sand-gravel mixtures and other aggregates"
33141621,Kompleti za inkontinenciju,Incontinence kit
90731100,Upravljanje kvalitetom vazduha,Air quality management
33121400,Audiometri,Audiometers
66514140,Usluge osiguranja vazduhoplova,Aircraft insurance services
42122180,Pumpe za gorivo,Fuel pumps
43251000,Utovarivači sa prednjom  lopatom i zadnjom kašikom,Front-end shovel loaders with backhoe
18300000,Odevni predmeti,Garments
90714500,Usluge kontrole kvaliteta životne sredine,Environmental quality control services
63511000,Organizacija paket-aranžmana,Organisation of package tours
45213270,Radovi na izgradnji stanica za reciklažu,Construction works for recycling station
39298400,Statuete,Statuettes
80510000,Usluge specijalističke obuke,Specialist training services
30191400,Rezači za uništavanje hartije,Shredders
44211110,Kabine,Cabins
90514000,Usluge recikliranja otpada,Refuse recycling services
33111600,Uređaji za radiografiju,Radiography devices
39563520,Transportne trake od tekstilnog materijala,Textile conveyor belts
33141625,Dijagnostički kompleti,Diagnostic kits
45451200,Radovi na oblaganju panelima,Panelling work
45316200,Instalacija opreme za signalizaciju,Installation of signalling equipment
43324100,Oprema za bazene za plivanje,Equipment for swimming pools
71222000,Arhitektonske usluge za površine na otvorenom,Architectural services for outdoor areas
32224000,Predajnici za televiziju,Television transmission apparatus
48223000,Programski paket za elektronsku poštu,Electronic mail software package
30216120,Oprema za optičko prepoznavanje karaktera,Optical-character-recognition equipment
32354000,Filmovi,Film products
35121300,Sigurnosna  oprema,Security fittings
31711423,Mikrotalasna radio oprema,Microwave radio equipment
45231000,"Radovi na izgradnji cevovoda, komunikacionih i elektroenergetskih vodova","Construction work for pipelines, communication and power lines"
09220000,"Vazelin, voskovi i specijalni benzini (specijalni razređivači i rastvarači)","Petroleum jelly, waxes and special spirits"
41100000,Prirodna voda,Natural water
39143113,Posebni mekani proizvodi od tekstila za unutrašnje opremanje,Specialist soft furnishings
98316000,Usluge nanošenja boja,Dyeing services
80561000,Usluge obuke u oblasti zdravstva,Health training services
34980000,Karte za prevoz,Transport tickets
50334130,Usluge popravke i održavanja telefonskih komutacionih uređaja,Repair and maintenance services of telephone switching apparatus
33182210,Elektrostimulator srca (pejsmejker),Pacemaker
77211400,Usluge seče drveća,Tree-cutting services
42131120,Vodonepropustivi zasuni,Sluice valves
79996100,Usluge upravljanja dokumentacijom,Records management
79700000,Usluge istrage i obezbeđenja,Investigation and security services
15411210,Ulje za prženje,Frying oil
15600000,"Mlinarski proizvodi, skrob i skrobni proizvodi","Grain mill products, starches and starch products"
14211100,Prirodni pesak,Natural sand
30100000,"Kancelarijske mašine, oprema i zalihe osim računara, štampača i nameštaja","Office machinery, equipment and supplies except computers, printers and furniture"
37452900,Lopte za odbojku,Volleyballs
92512000,Usluge arhiva,Archive services
39222000,Predmeti koji se koriste u ugostiteljstvu,Catering supplies
09134210,"Dizel gorivo (0,2)","Diesel fuel (0,2)"
42416000,"Liftovi, skipovi , građevinske dizalice, pokretne stepenice i pokretne staze","Lifts, skip hoists, hoists, escalators and moving walkways"
90733000,Usluge u vezi sa zagađenjem vode,Services related to water pollution
44423400,Znaci i srodni artikli,Signs and related items
42300000,"Industrijske ili laboratorijske peći, peći za spaljivanje i pećnice","Industrial or laboratory furnaces, incinerators and ovens"
45215100,Radovi na izgradnji zgrada u funkciji zdravstvenih usluga,Construction work for buildings relating to health
90733700,Usluge praćenja ili nadzora nad zagađenjem podzemnih voda,Groundwater pollution monitoring or control services
45259100,Popravka i održavanje uređaja za otpadne vode,Wastewater-plant repair and maintenance work
39540000,"Razni konopci, užad, upleteni materijal i mrežasti materijal","Miscellaneous cordage, rope, twine and netting"
45212220,Radovi na izgradnji višenamenskih sportskih objekata,Multi-purpose sports facilities construction work
55241000,Usluge odmarališta,Holiday centre services
90690000,Usluge uklanjanja grafita,Graffiti removal services
35113000,Sigurnosna oprema,Safety equipment
30124300,Valjci za kancelarijske uređaje,Drums for office machine
73000000,Usluge istraživanja i razvoja i prateće savetodavne usluge,Research and development services and related consultancy services
15331100,Sveže i smrznuto povrće,Fresh or frozen vegetables
33123220,Uređaji za koronarnu angiografiju,Cardio-angiography devices
51210000,Usluge instaliranja merne opreme,Installation services of measuring equipment
15872400,So,Salt
90523300,Usluge čišćenja mina,Mine sweeping services
14600000,Rude i legure metala,Metal ores and alloys
33182300,Uređaji za kardiohirurgiju,Cardiac surgery devices
33141310,Špricevi,Syringes
51500000,Usluge instaliranja uređaja i opreme,Installation services of machinery and equipment
60300000,Usluge cevovodnog transporta,Pipeline transport services
66141000,Usluge upravljanja penzionim fondom,Pension fund management services
42641100,Alatne mašine za obradu kamena,Machine tools for working stone
79822500,Usluge grafičkog oblikovanja,Graphic design services
44482000,Naprave za protivpožarnu zaštitu,Fire-protection devices
42131240,Ravni ventili,Globe valves
45232000,Pomoćni radovi za cevovode i kablove,Ancillary works for pipelines and cables
44410000,Proizvodi za kupatila i kuhinje,Articles for the bathroom and kitchen
38434560,Hemijski analizatori,Chemistry analyser
48443000,Programski paket za računovodstvo,Accounting software package
44423710,Ulični poklopci,Surface boxes
03221113,Crni luk,Onions
72254100,Usluge ispitivanja sistema,Systems testing services
33692000,Medicinski rastvori,Medical solutions
64212500,Opšte paketne radio usluge (GPRS),General Packet Radio Services (GPRS) services
37452710,Loptice za tenis,Tennis balls
09330000,Solarna energija,Solar energy
44531700,Gvozdeni ili čelični proizvodi sa navojem,Iron or steel threaded articles
44621100,Radijatori,Radiators
22851000,Fascikle,Binders
03211300,Pirinač,Rice
72212440,Usluge izrade softvera za finansijsku analizu i računovodstvo,Financial analysis and accounting software development services
72212710,Usluge izrade softvera za sigurnosno kopiranje (bekap) ili povraćaj oštećenih podataka,Backup or recovery software development services
03121200,Rezano cveće,Cut flowers
30197640,Samokopirajuća ili druga hartija za kopiranje,Self-copy or other copy paper
98340000,Usluge smeštaja i kancelarijske usluge,Accommodation and office services
33696800,Kontrasti za rendgensko snimanje,X-ray contrast media
90732500,Kartiranje zagađenja zemljišta,Soil pollution mapping
03320000,"Stoka, ostale životinje poljoprivrednog gazdinstvai sitne životinje","Cattle, livestock and small animals"
34114400,Minibusi,Minibuses
85312300,Usluge usmeravanja i savetovanja,Guidance and counselling services
45233292,Postavljanje sigurnosne opreme,Installation of safety equipment
50118100,Usluge popravke automobila na putu i uklanjanja oštećenog automobila sa puta,Breakdown and recovery services for cars
50116600,Usluge popravke i održavanja elektropokretača,Repair and maintenance services of starter motors
51000000,Usluge instaliranja (osim programske podrške),Installation services (except software)
72710000,Usluge lokalne mreže,Local area network services
44425500,Plastični lepljivi materijali,Plastic sticks
42113100,Delovi turbina na paru,Parts of steam turbines
33651400,Antivirotici za sistemsku primenu,Antivirals for systemic use
44173000,Traka,Strip
98341000,Usluge smeštaja,Accommodation services
50514000,Usluge popravke i održavanja metalnih kontejnera,Repair and maintenance services of metal containers
42122100,Pumpe za tečnost,Pumps for liquids
35111300,Aparati za gašenje požara,Fire extinguishers
44832000,Rastvarači,Solvents
32237000,Mobilne primopredajne radio stanice (voki-toki aparati),Walkie-talkies
42132000,Delovi slavina i ventila,Parts of taps and valves
30120000,Oprema za fotokopiranje i ofset štampu,Photocopying and offset printing equipment
16820000,Delovi mašina za šumarstvo,Parts of forestry machinery
90531000,Usluge upravljanja deponijama,Landfill management services
42124200,Delovi pumpi ili  elevatora tečnosti,Parts of pumps or liquid elevators
34993000,Putna rasveta,Road lights
15131000,Konzervisano meso i mesne prerađevine,Meat preserves and preparations
51411000,Usluge instaliranja dijagnostičke opreme za snimanje,Installation services of imaging equipment
72212519,Usluge izrade softvera za upravljanje memorijom,Memory-management software development services
90711200,"Standardi u zaštiti životne sredine, osim u građevinarstvu",Environmental standards other than for construction
18235400,Prsluci,Waistcoats
34960000,Aerodromska oprema,Airport equipment
38434300,Oprema za merenje buke,Noise-measuring equipment
71541000,Usluge vođenja projekata u građevinarstvu,Construction project management services
34144520,Cisterne za otpadne vode,Sewage tankers
39298900,Razni proizvodi za dekoraciju,Miscellaneous decoration items
44115310,Roletne,Roller-type shutters
18200000,Odeća za spoljne uslove,Outerwear
90722100,Sanacija industrijskog područja,Industrial site rehabilitation
55312000,Usluživanje u restoranima otvorenog tipa,Unrestricted-clientele restaurant waiter services
73120000,Usluge eksperimentalnog razvoja,Experimental development services
45212600,Radovi na izgradnji paviljona,Pavilion construction work
43132500,Nosači (spojke) za cevi u bušotinama,Liner hangers
24413000,Amonijak,Ammonia
72212761,Usluge razvoja antivirusnog softvera,Anti-virus software development services
35330000,Municija,Ammunition
39313000,Oprema za hotele,Hotel equipment
39291000,Potrepštine za perionice veša,Laundry supplies
33141850,Proizvodi za zubnu higijenu,Dental hygiene products
14212320,Drobljeni granit,Crushed granite
44611000,Cisterne,Tanks
33194220,Materijal za transfuziju krvi,Blood-transfusion supplies
98133100,Usluge poboljšanja položaja građana i podrške interesima zajednice,Civic betterment and community facility support services
33195100,Monitori,Monitors
42942000,Pećnice i pribor,Ovens and accessories
45213240,Radovi na izgradnji poljoprivrednih zgrada,Agricultural buildings construction work
37442900,Višenamenske vežbaonice,Multi gyms
90919000,"Usluge čišćenja kancelarija, škola i kancelarijske opreme","Office, school and office equipment cleaning services"
45421153,Postavljanje ugradnog nameštaja,Installation of built-in furniture
90523200,Usluge uklanjanja bombi,Bomb-disposal services
24200000,Boje i pigmenti,Dyes and pigments
15612000,Brašno od žitarica ili povrća i srodni proizvodi,Cereal or vegetable flour and related products
34520000,Čamci,Boats
24311410,Neorganske kiseline,Inorganic acids
33651520,Imunoglobulini (antitela),Immunoglobulins
09211300,Ulja za podmazivanje turbina,Turbine lube oils
35112000,Oprema za spašavanje i vanredne situacije,Rescue and emergency equipment
22212000,Periodične publikacije,Periodicals
71351710,Geofizičke istraživačke usluge,Geophysical prospecting services
48822000,Računarski serveri,Computer servers
90721800,Usluge zaštite od prirodnih rizika ili opasnosti,Natural risks or hazards protection services
43325100,Oprema za održavanje terena,Grounds-maintenance equipment
31140000,Rashladni tornjevi,Cooling towers
30214000,Radne stanice,Workstations
39831600,Sredstva za čišćenje toaleta,Toilet cleaners
34144430,Vozila za čišćenje puteva,Road-sweeping vehicles
44212510,Ugaonici,Angles
31111000,Adapteri,Adapters
14761000,Iridijum,Iridium
64212100,Usluge kratkih poruka (SMS),Short Message Service (SMS) services
18822000,Obuća za vežbanje,Training shoes
24961000,Tečnosti za hladnjake,Radiator fluids
44212500,Ugaonici i profili,Angles and sections
31173000,Merni transformator,Instrument transformer
43328100,Hidraulična oprema,Hydraulic equipment
50323100,Održavanje perifernih računarskih uređaja,Maintenance of computer peripherals
70320000,Usluge davanja u zakup ili prodaje zemljišta,Land rental or sale services
79500000,Pomoćne kancelarijske usluge,Office-support services
31156000,Uređaji za napajanje električnom energijom sa prekidima,Interruptible power supplies
39292400,Pribor za pisanje,Writing instruments
39141300,Ormarići,Cabinets
30233141,Redundantni niz nezavisnih diskova (RAID),Redundant Array of Independent Disk (RAID)
39721100,Oprema za kuvanje u domaćinstvu,Domestic cooking appliances
98371111,Usluge održavanja groblja,Cemetery maintenance services
30125000,Delovi i pribor fotokopirnih aparata,Parts and accessories of photocopying apparatus
42996600,Oprema za snabdevanje kiseonikom,Oxygenation equipment
19212300,Platno,Canvas
42113310,Sistemi za dovod vazduha,Air-inlet systems
39254100,Satovi,Clocks
24311600,Jedinjenja sumpora,Sulphur compounds
31712347,Energetske ili solarne diode,Power or solar diodes
18815000,Čizme,Boots
32300000,Televizijski i radio prijemnici i uređaji za snimanje ili reprodukciju zvuka ili slike,"Television and radio receivers, and sound or video recording or reproducing apparatus"
50200000,"Usluge popravke, održavanja i srodne usluge za opremu vazduhoplova, železničkih pruga, puteva i pomorske opreme","Repair, maintenance and associated services related to aircraft, railways, roads and marine equipment"
14700000,Prosti metali,Basic metals
33171210,Maska za reanimaciju,Resuscitation mask
37452210,Potpuni sistemi za košarku,Basketball complete game systems
48331000,Programski paket za upravljanje projektima,Project management software package
32400000,Mreže,Networks
45262511,Klesarski radovi,Stone carving
45112340,Radovi na dekontaminaciji tla,Soil-decontamination work
45261920,Radovi na održavanju krova,Roof maintenance work
45236200,Radovi na površinskom sloju za objekte za rekreaciju,Flatwork for recreation installations
39514000,Toaletni pribor za toalete i kuhinje,Toilet and kitchen linen
30237140,Matične ploče,Motherboards
03440000,Proizvodi šumarstva,Forestry products
03311230,Oslić,Hake
18512200,Medalje,Medals
44521110,Brave za vrata,Door locks
30234600,Fleš memorija,Flash memory
16300000,Mašine za berbu ili žetvu,Harvesting machinery
15112000,Živinsko meso,Poultry
03451200,Lukovice cveća,Flower bulbs
90680000,Usluge čišćenja plaža,Beach cleaning services
51100000,Usluge instaliranja električne i mehaničke opreme,Installation services of electrical and mechanical equipment
33692200,Proizvodi za parenteralnu ishranu,Parenteral nutrition products
24451000,Pesticidi,Pesticides
33141123,Posude za odlaganje oštrih predmeta,Sharps containers
33141326,Igle za radiološke postupke,Radiology procedural needles
71510000,Usluge ispitivanja terena,Site-investigation services
15550000,Razni mlečni proizvodi,Assorted dairy products
34136100,Laka „VAN“ vozila (laka dostavna vozila),Light vans
14614000,Razne rude,Miscellaneous ores
38260000,Magnetometri (geofizički instrumenti),Magnetometer geophysical instruments
15894220,Bolnički obroci,Hospital meals
77312000,Usluge plevljenja korova,Weed-clearance services
50432000,Usluge popravke i održavanja satova,Repair and maintenance services of clocks
90481000,Usluge upravljanja postrojenjem za otpadne vode,Operation of a sewage plant
39512300,Navlake za dušek,Mattress covers
34955000,Plutajući dok,Floating dock
85311000,Usluge socijalne zaštite sa smeštajem,Social work services with accommodation
72212220,Usluge izrade softvera za internet i intranet,Internet and intranet software development services
39832100,Prašak za pranje posuđa,Dishwashing powder
98321000,Frizerske usluge,Hairdressing services
79920000,Usluge pakovanja i srodne usluge,Packaging and related services
37500000,Igrice i igračke; predmeti u zabavnim parkovima,Games and toys; fairground amusements
70321000,Usluge davanja u zakup zemljišta,Land rental services
90410000,Usluge uklanjanja otpadnih voda,Sewage removal services
79211100,Knjigovodstvene usluge,Bookkeeping services
98513100,Usluge agencijskog osoblja za domaćinstvo,Agency staff services for households
79996000,Usluge organizacije poslovanja,Business organisation services
39715100,Električni protočni ili akumulacioni bojleri za vodu i grejači uronjeni u vodu,Electric instantaneous or storage water heaters and immersion heaters
15894200,Pripremljeni obroci,Prepared meals
79624000,Usluge obezbeđenja osoblja za negu,Supply services of nursing personnel
24954000,Aktivni ugalj,Activated carbon
